iso3,pame_pa_marine_area,pame_pa_land_area,pame_percentage_pa_marine_cover,pame_percentage_pa_land_cover
ABNJ,,,0,0
ABW,,,0,0
AFG,0,607.6856401,0,0.0945227
AGO,19.75123567,32400.49499,0.0040002,2.5812647
AIA,,,0,0
ALA,,,0,0
ALB,42.88914069,45.14812528,0.3829593,0.1570558
AND,0,26.10593897,0,5.5324345
ARE,2271.298204,10513.13911,4.151444,14.823637
ARG,2407.077637,64068.84981,0.2222293,2.3002267
ARM,0,3445.371044,0,11.6062794
ASM,,,0,0
ATA,,,0,0
ATF,,,0,0
ATG,39.34822111,68.83080709,0.0362682,15.1197424
AUS,379163.4912,303851.2843,5.1016779,3.9348261
AUT,0,471.9667356,0,0.5624527
AZE,0.154514317,2880.890839,0.0001955,3.3251424
BDI,0,1422.09236,0,5.2261915
BEL,6.573837678,2279.086039,0.1897135,7.4278288
BEN,0,11335.99985,0,9.7643862
BES,,,0,0
BFA,0,6957.668849,0,2.5172124
BGD,738.144196,931.3968495,0.8728904,0.6645232
BGR,8.252787836,4709.169139,0.0234642,4.2477469
BHR,,,0,0
BHS,3460.290417,4215.672449,0.5789294,31.3246441
BIH,0,692.4686155,0,1.3518137
BLM,,,0,0
BLR,0,4087.837311,0,1.9726273
BLZ,2783.395151,8002.818885,7.6783657,35.8906746
BMU,,,0,0
BOL,0,187221.6751,0,17.1777363
BRA,19837.36478,955287.155,0.5401473,11.199935
BRB,,,0,0
BRN,,,0,0
BTN,0,15603.48298,0,39.0736809
BVT,,,0,0
BWA,0,111968.2861,0,19.2662468
CAF,0,38632.06061,0,6.1854048
CAN,6959.473352,310394.1452,0.1221371,3.1179621
CCK,,,0,0
CHE,0,2636.49374,0,6.3752303
CHL,1402.990822,45461.04259,0.0383612,5.9831257
CHN,832.7126208,200412.8047,0.0948027,2.1407945
CIV,0,18195.86667,0,5.6141419
CMR,1100.218999,38176.86144,7.482317,8.1326323
COD,31.36365925,172976.1345,0.2364319,7.3786621
COG,1197.464959,32001.82542,3.0039063,9.3099813
COK,,,0,0
COL,31511.42966,144689.7785,4.312252,12.6362991
COM,,,0,0
CPV,0,102.4179164,0,2.4684982
CRI,57534.35258,10779.05996,9.9866924,20.8750305
CUB,,,0,0
CUW,,,0,0
CXR,,,0,0
CYM,,,0,0
CYP,0.045084263,1166.269351,0.0000459,12.8678532
CZE,0,7503.741472,0,9.6304417
DEU,8240.799056,1967.143959,14.6222506,0.5501202
Disputed,0,0,0,0
DJI,,,0,0
DMA,0,67.39244485,0,8.7953529
DNK,4100.198032,2812.16601,4.0810275,6.2058997
DOM,1471.230461,7146.807152,0.5433422,14.7327061
DZA,0.017920144,75789.68362,0.0000139,3.2605307
ECU,140095.6667,44370.72792,12.9730091,17.1887188
EGY,11046.30476,76110.32685,4.66853,7.7269564
ERI,,,0,0
ESH,0,0,0,0
ESP,656.6658678,12860.28309,0.0652933,2.5364778
EST,1157.732577,3085.428389,3.1852772,6.7936311
ETH,0,34890.50927,0,3.0728917
FIN,2995.150562,27592.31196,3.7690101,8.1700401
FJI,111.434696,11.1038776,0.0086181,0.0579687
FLK,,,0,0
FRA,113.2307734,5001.647094,0.0329287,0.911123
FRO,,,0,0
FSM,,,0,0
GAB,1408.687712,28707.11162,0.7287861,10.7903376
GBR,3650.014911,22164.91628,0.5045606,9.0377712
GEO,152.9619022,5626.960746,0.6677516,8.0417356
GGY,,,0,0
GHA,218.2900348,7071.285555,0.0962654,2.9423234
GIB,0,0,0,0
GIN,450.5610286,22957.93108,0.4090941,9.316329
GLP,,,0,0
GMB,101.7456044,597.0774402,0.4473213,5.5501256
GNB,2136.571118,6252.288343,2.0060451,18.3805847
GNQ,6.850682401,3123.690636,0.0022073,11.5112343
GRC,408.3429469,1857.398302,0.0826317,1.3964113
GRD,0.224225389,9.54307484,0.0008532,2.5545938
GRL,402.1399267,5749.926977,0.0177587,0.2669398
GTM,892.0954798,11527.3572,0.753864,10.4868269
GUF,0,20378.74316,0,24.5424976
GUM,,,0,0
GUY,25.85568599,17952.53575,0.0188852,8.5002432
HKG,,,0,0
HMD,6050.480012,391.1989037,1.4540545,100
HND,505.2118265,17845.88268,0.2296718,15.7521839
HRV,383.4912706,4710.251022,0.6914442,8.284544
HTI,0,246.8831593,0,0.9013544
HUN,0,761.4158976,0,0.8174746
IDN,4776.08147,135466.5103,0.0802979,7.1053028
IMN,,,0,0
IND,638.947252,108190.3708,0.0277655,3.5342546
IOT,,,0,0
IRL,85.8692915,115.2225838,0.0201362,0.1643024
IRN,1150.567318,13309.78741,0.5118167,0.8176262
IRQ,0,1377.958757,0,0.3147242
ISL,31.66475373,660.8693574,0.0042064,0.646
ISR,,,0,0
ITA,323.4002173,4313.251666,0.0600133,1.4313794
JAM,1862.382224,1368.645964,0.7555656,12.3759174
JEY,,,0,0
JOR,0.919866554,1509.031423,0.9820715,1.6824999
JPN,,,0,0
KAZ,0,26578.01225,0,0.9771947
KEN,222.5630706,30229.57454,0.1980091,5.1518607
KGZ,0,1304.758795,0,0.6525196
KHM,224.7478529,30148.53707,0.4685483,16.5187645
KIR,408247.3769,84.15275953,11.8020229,8.1498775
KNA,,,0,0
KOR,3033.831584,5793.669603,0.9335045,5.8103518
KWT,0.803143158,325.01945,0.0067515,1.8660108
LAO,,,0,0
LBN,40.79915878,120.9733615,0.2112212,1.1711956
LBR,251.8133481,2412.042588,0.1016328,2.4960489
LBY,,,0,0
LCA,13.14338898,21.25229573,0.0844674,3.4150596
LIE,0,19.02645876,0,11.3887005
LKA,0,633.8389015,0,0.9512601
LSO,0,106.2868898,0,0.3485388
LTU,197.267,862.5545773,3.2203419,1.3332319
LUX,0,487.748247,0,18.7373409
LVA,87.9853765,689.1985868,0.3046632,1.0684927
MAF,,,0,0
MAR,332.1699437,1085.296971,0.120292,0.2664741
MCO,,,0,0
MDA,0,977.2216447,0,2.877248
MDG,4136.550457,37912.42071,0.3430474,6.3748488
MDV,,,0,0
MEX,686597.2639,143936.0368,20.9031487,7.3239274
MHL,,,0,0
MKD,0,1918.949761,0,7.5421104
MLI,0,79219.32997,0,6.3038378
MLT,0.018268584,3.137452856,0.0000328,0.9654579
MMR,1774.688585,2480.137252,0.3451713,0.3684766
MNE,0,850.0697498,0,6.1387682
MNG,0,208433.216,0,13.3110666
MNP,2.507639477,1.755225407,0.0003241,0.3501878
MOZ,9598.21148,142158.9958,1.6709698,17.9701996
MRT,6487.581024,6412.382649,4.1534376,0.6128612
MSR,,,0,0
MTQ,,,0,0
MUS,3.781151425,63.29214429,0.0002954,3.0687368
MWI,0,15436.05875,0,12.9867859
MYS,1325.28201,7239.037608,0.2933717,2.1824014
MYT,,,0,0
NAM,243.8362716,129581.956,0.0433311,15.6601048
NCL,15558.31027,193.9653585,1.1341504,1.0133485
NER,0,188561.1294,0,15.8441591
NFK,1.491326988,0.436291419,0.0003447,1.0198737
NGA,0,14547.07419,0,1.5910507
NIC,638.2441998,6706.637544,0.2850128,5.1899996
NIU,,,0,0
NLD,,,0,0
NOR,100.4483648,1144.665092,0.0108438,0.351893
NPL,0,25086.47133,0,16.9836502
NRU,0,0,0,0
NZL,14582.27116,26072.7857,0.3550629,9.6690617
OMN,,,0,0
PAK,0,236.931869,0,0.0296854
PAN,4486.821268,17330.62183,1.3488379,22.9550896
PCN,4.251021227,37.03597145,0.0005064,81.2371521
PER,4029.972343,182736.035,0.4807146,14.0724545
PHL,1674.36029,5146.30576,0.0912444,1.7224692
PLW,78.31292358,14.52386679,0.0128772,2.8983889
PNG,3029.710822,13093.64518,0.1258509,2.8013434
POL,6355.900456,46040.18443,19.8959846,14.760088
PRI,,,0,0
PRK,,,0,0
PRT,2140.348903,10801.45372,0.1241389,11.7227325
PRY,0,9793.229867,0,2.4391701
PSE,,,0,0
PYF,6.700815476,8.888061475,0.0001397,0.2351301
QAT,,,0,0
REU,0.884870176,1064.426636,0.0002796,41.967617
ROU,693.9091973,11756.28501,2.3343158,4.9509974
RUS,18197.37898,225313.775,0.2371515,1.3352058
RWA,0,2216.080247,0,8.7068558
SAU,0,17931.57748,0,0.9271477
SDN,0,15953.71057,0,0.8525689
SEN,2229.567468,11649.05532,1.4073206,5.8856211
SGP,0,32.27377637,0,5.3376307
SGS,,,0,0
SHN,,,0,0
SJM,,,0,0
SLB,519.2611866,308.9377468,0.0322571,1.0583088
SLE,380.1738442,3601.955119,0.2369385,4.9539309
SLV,0,60.55536244,0,0.2943395
SOM,0,0,0,0
SPM,,,0,0
SRB,0,4102.342608,0,4.6349378
SSD,0,59270.90155,0,9.3549128
STP,,,0,0
SUR,1980.333327,20899.47606,1.5427604,14.1635237
SVK,0,10893.94442,0,22.259243
SVN,0.405680938,1955.56978,0.2177404,9.6292944
SWE,1079.942163,10548.04287,0.6968246,2.3471904
SWZ,0,328.0570391,0,1.8923602
SXM,,,0,0
SYC,2435.261875,167.221736,0.1816222,34.3466644
SYR,13.5554664,111.6976011,0.1328496,0.0592206
TCA,,,0,0
TCD,0,172372.5905,0,13.5026226
TGO,0,3644.37525,0,6.3401775
THA,0,39157.93662,0,7.5625625
TJK,0,26003.31263,0,18.2807522
TKL,,,0,0
TKM,1956.802706,9093.28306,2.5124204,1.9259818
TLS,,,0,0
TON,4.999165609,49.21353286,0.0007483,6.4205332
TTO,,,0,0
TUN,225.0151834,508.0780481,0.2235387,0.3273048
TUR,128.2527467,798.7501562,0.0501132,0.1021108
TUV,,,0,0
TWN,,,0,0
TZA,4154.687125,117011.5835,1.7088364,12.3527317
UGA,0,16000.01107,0,6.5804439
UKR,130.0232908,7285.449038,0.0964041,1.2166164
UMI,2305.16164,1.457914,0.1173478,0.4010823
URY,666.0386747,1876.142527,0.5119516,1.0512965
USA,1525664.006,154983.1405,17.7578449,1.6330532
UZB,0,1818.470284,0,0.4037792
VCT,50.38538931,49.16400988,0.1380008,11.9939547
VEN,4120.898444,131343.4837,0.8706275,14.3174314
VGB,,,0,0
VIR,20.49985971,39.56481331,0.0568962,10.5330687
VNM,716.1754141,13486.51236,0.110652,4.088304
VUT,0.802327211,30.02523042,0.000129,0.2387668
WLF,,,0,0
WSM,,,0,0
YEM,1234.214383,2874.019964,0.2252159,0.630352
ZAF,4250.273926,77268.20595,0.2755338,6.3107791
ZMB,0,117568.4299,0,15.5587807
ZWE,0,24345.91666,0,6.2016249
